person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
193,GIBSON KAUDA NATHANIEL,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
255,JOHN DYEGH,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
224,IBRAHIM KAAMUNA KHADI,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
172,EWA-HENSHAW BASSEY EKO,"",Chairman,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
306,MOHAMMED OGOSHI ONAWO,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
328,MUSTAPHA KHABEEB,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
342,NUHU ZAKI ABDULRAZAK,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
358,OLAYEMI SIKIRU BUSARI,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
361,OLUMIDE BABATUNDE OSOBA,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
87,ANTHONY MADWATTE,"",Chairman,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
124,BITRUS B. KAZE,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
22,ABIODUN ABUDU-BALOGUN,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
25,ABIOSE IFEOLUWA AROWOSOGE,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
26,ABUBAKAR ESHIOKPEK MOMOH,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
35,ADEOBA AKINTOLA JOHNSON,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
54,AIYEDUN OLAYINKA AKEEM,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
10,ABDULLAHI MUHAMMED WAMAKKO,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
96,AUWALU DAHIRU SALE,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
118,BENJAMIN ITYOKUMBA ABOHO,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
467,ZANNA AHMED KHALIFA,"",Vice-Chairman,Gas Committee (Senate),Legislative Committee - Senate,,"",2015-05-16
136,CHRIS EMEKA IFEANYI AZUBOGU,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
157,DAWARI IBIETELA GEORGE,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
160,EDDIE MBADIWE IFEANYICHUKWU,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
189,GARBA MUSA GULMA,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
31,ADAMU GURAI,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
198,GONI BUKAR LAWA,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
204,HAMZA DALHAT,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
438,USMAN ADAMU MOHAMMED,"",Chairman,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
316,MUDASHIRU KAMIL AKINLABI,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
350,OGBUEFI ORA OZOMGBACHI,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
371,PEACE UZOAMAKA NNAJI,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
418,TIJJANI KIYAWA IBRAHIM,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
298,MICHAEL OPEYEMI BAMIDELE,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
330,NABUNKARI MOHAMMED SA'ADU,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
268,KIGBU JOSEPH HARUNA,"",Chairman,"HIV/AIDS, Tuberculosis and Malaria Control Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
219,IBRAHIM ADENIYI OLAYFA,"",Vice-Chairman,"HIV/AIDS, Tuberculosis and Malaria Control Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
193,GIBSON KAUDA NATHANIEL,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
343,NWOKOLO ONYEMECHI VICTOR,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
90,Arthur Okowa Ifeanyi,"",Vice-Chairman,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
17,ABDULSALAM ADAMU,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
20,ABIKE DABIRI-EREWA,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
49,AHMED FONS NWANGUBI,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
176,FAMUREWA ISRAEL AJIBOLA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
417,TIJJANI JOBE ABDULKADIR,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
69,ALI AHMAD,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
26,ABUBAKAR ESHIOKPEK MOMOH,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
79,AMINU PUNWET JONATHAN,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
102,AYO TAJUDEEN YUSUF,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
74,ALIYU IBRAHIM GEBI,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
115,BELLO KAOJE A,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
116,BELLO MARADUN MUTAWALLE,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
10,ABDULLAHI MUHAMMED WAMAKKO,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
136,CHRIS EMEKA IFEANYI AZUBOGU,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
150,DANIEL AKPAN EFFIONG,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
158,DEBO JEROME OLOGUNAGBA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
160,EDDIE MBADIWE IFEANYICHUKWU,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
128,BRIGHT TAMUNO GOGO,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
198,GONI BUKAR LAWA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
208,HASKE FRANCIS HANANIYA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
210,HASSAN ANTHONY SALE,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
219,IBRAHIM ADENIYI OLAYFA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
239,ISAH DOBI EGAH,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
18,ABDURAHMAN ABBA TERAB,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
369,PALLY ISUMAFE OBOKHUAIME IRIASE,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
92,ASADU PATRICK OZIOKOJA,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
75,ALIYU SANI MADAKI,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
306,MOHAMMED OGOSHI ONAWO,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
325,MUSA SARKIN-ADAR KAFFE,"",Chairman,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
698,JARIGBE AGOM JARIGBE,"",Vice-Chairman,Tertiary Education & Services Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
87,ANTHONY MADWATTE,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
270,KINGSLEY OGUNDU CHINDA,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
94,ASITA HONOURABLE,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
95,ATIKU SHAMAKI,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
173,EZENWA FRANCIS ONYEWUCHI,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
97,AWULU EZEKIEL ADAJI,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
176,FAMUREWA ISRAEL AJIBOLA,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
85,SANI AHMAD RUFAI,"",Committee Member,Housing Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
117,BENI LAR,"",Chairman,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
17,ABDULSALAM ADAMU,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
118,BENJAMIN ITYOKUMBA ABOHO,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
165,EMMANUEL JIME,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
206,HARUNA FATAHI MUSA,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
426,UBAH ANDY EMMANUEL NNAMDI,"",Chairman,Independent National Electoral Commission Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
298,MICHAEL OPEYEMI BAMIDELE,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
352,OGUNNISI MICHAEL ABAYOMI,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
361,OLUMIDE BABATUNDE OSOBA,"",Committee Member,Human Rights Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
223,IBRAHIM BUKAR ABBA,"",Chairman,Housing Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
124,BITRUS B. KAZE,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
182,FRANCIS BUSAM ADA,"",Committee Member,Housing Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
567,Mohammed Sani Zorro,"",Chairman,"IDPs, Refuges & Initiatives on North East Committee (Reps)",Legislative Committee - Federal Reps,,"",2019-06
93,ASHAFA GBENGA,"",Vice-Chairman,Housing Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
52,AHMED YUSUF TIJANI,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
34,ADENIYI ANTHONY ADEMUYIWA,"",Committee Member,Independent National Electoral Commission Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
76,ALKALI SAIDU AHMED,"",Vice-Chairman,Independent National Electoral Commission Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
338,NKIRUKA ONYEJEOCHA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
215,HENRY ALADEINYEFA DANIEL-OFONGO,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
775,JIBRIN SATUMARI,"",Chairman,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
457,YAKUBU DOGARA,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
148,DAKUKU ADOL PETERSIDE,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
181,FORT IFEANYI DIKE,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
203,HALIMA HASSAN TUKUR,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
61,AKINTAYO AMERE GAFARU,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
224,IBRAHIM KAAMUNA KHADI,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
245,ISHAQ AHMED KANA,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
321,MURAINA SAUBANA AJIBOLA,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
220,IBRAHIM BABANGIDA,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
368,OYETUNDE OLADIMEJI OJO,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
228,IBRAHIM SHEHU GUSAU,"",Chairman,Information Technology Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
215,HENRY ALADEINYEFA DANIEL-OFONGO,"",Vice-Chairman,Insurance and Actuarial Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
374,PETER OGE ALI,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
441,USMAN NENADI ESTHER,"",Chairman,Industry Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
324,MUSA IBRAHIM,"",Committee Member,Industry Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
332,NASIRU BABALLE ILA,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
405,SIMON DAVOU MWADKWON,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
465,YUSUFU SALE DUNARI,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
371,PEACE UZOAMAKA NNAJI,"",Vice-Chairman,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
314,MOSHOOD ABIODUN BAKARE,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
819,LAWAL MUHAMMADU IDIRISU,"",Chairman,Steel Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
258,KABIRU MARAFA ACHIDA,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
835,RIMA M SHAWULU KWEWUM,"",Chairman,Army Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
291,MALLE IBRAHIM AMINU,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
265,KHADIJA BUKAR IBRAHIM,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
883,KAYODE OLADELE,"",Chairman,Financial Crimes Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
886,OLABODE O AYORINDE,"",Vice-Chairman,Rules & Business Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
895,BUSAYO OLUWOLE OKE,"",Chairman,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
340,NNENNA IJEOMA ELENDU-UKEJE,"",Committee Member,Industry Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
470,MUTU NICHOLAS EBOMO,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
470,MUTU NICHOLAS EBOMO,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
776,ALI ISA JC,"",Vice-Chairman,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
110,BARATA AHMED HASSAN,"",Committee Member,Inter-Parliamentary Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
108,Bagudu Abubakar Atiku,"",Chairman,Interior Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
201,GWARZO BELLO HAYATU,"",Committee Member,Interior Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
38,ADETUNBI OLUBUNMI,"",Vice-Chairman,Interior Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
437,USMAN ABDULAZIZ,"",Chairman,Inter-Parliamentary Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
449,NWAGWU MATHEW IFEANYI,"",Committee Member,Inter-Parliamentary Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
469,EZE AYOGU,"",Committee Member,Inter-Parliamentary Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
836,Saidu Yusuf Miga,"",Vice-Chairman,"HIV/AIDS, Tuberculosis and Malaria Control Committee (Reps)",Legislative Committee - Federal Reps,,"",2019-06
436,UMAR MOHAMMED BATURE,"",Chairman,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
820,AJANAH MUHAMMED KABIR,"",Vice-Chairman,"Ports, Harbours & Waterways Committee (Reps)",Legislative Committee - Federal Reps,,"",2019-05
83,ANDREW IGBONULE UCHENDU,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
143,CHUKWUEMEKA EMMANUEL NWOGBO,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
182,FRANCIS BUSAM ADA,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
249,JAGABA ADAMS JAGABA,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
353,OJAKOVO OBORO OMAVOWAN EVELYN,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
470,MUTU NICHOLAS EBOMO,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
398,SANI RUWAN DORUWA IBRAHIM,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
432,UMAR ABUBAKAR SADE,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
438,USMAN ADAMU MOHAMMED,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
443,UZO CHARLES AZUBUIKE,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
464,YUSUF SWA MANU,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
884,ISIAKA AYOKUNLE IBRAHIM,"",Vice-Chairman,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
896,ALBERT ABIODUN ADEOGUN,"",Vice-Chairman,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
180,FOINGHA JEPHTHA,"",Chairman,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
255,JOHN DYEGH,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
470,MUTU NICHOLAS EBOMO,"",Committee Member,Federal Capital Territory Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
380,RAPHEAL UZOCHI NNANNA IGBOKWE,"",Committee Member,Inter-Parliamentary Relations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
30,ADAMU ABUNABO HASSAN,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
777,AISHATU JIBRIL DUKKU,"",Chairman,Electoral Matters & Political Party Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
814,HUSSEINI SULEIMAN KANGIWA,"",Chairman,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
821,YUSUF AYO TAJUDEEN,"",Chairman,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
147,DAHIRU UMARU,"",Chairman,"Judiciary, Human Rights and Legal Matters Committee (Senate)",Legislative Committee - Senate,,"",2015-05-29
837,SHIDDI USMAN DANJUMA,"",Vice-Chairman,Public Safety & Intelligence Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
862,BABAJINMI ADEGOKE BENSON,"",Vice-Chairman,Delegated Legislation Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
568,Adekoya Adesegun Abdul-Majeed,"",Vice-Chairman,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
39,ADEWUSI TUNDE RAZAQ,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
170,ESSIEN EKPEYONG AYI,"",Chairman,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
128,BRIGHT TAMUNO GOGO,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
120,BETHEL NNAEMEKA AMADI,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
132,CHARLES C. ODEDO,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
166,EMMANUEL LOKJI LUKA GOAR,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
200,GWANI LUCAS GIDE,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
205,HAMZAT GANIYU OLADUNJOYE,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
219,IBRAHIM ADENIYI OLAYFA,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
60,AKINLAJA IRANOLA JOSEPH,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
347,OFORBUIKE GREGORY CHUKWUEGBO,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
901,OLATOYE TEMITOPE SUGAR,"",Chairman,Urban Development & Regional Planning Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
907,GOLU TIMOTHY S,"",Chairman,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
445,UZOMA NKEM ABONTA,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
920,AGBEDI FREDRICK YEITIEMONE,"",Chairman,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
168,EMMANUEL MEMGA UDENDE,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
73,ALIYU BETARA MUKTAR,"",Chairman,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
183,FRIDAY ITULAH,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
204,HAMZA DALHAT,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
222,IBRAHIM BELLO,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
228,IBRAHIM SHEHU GUSAU,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
259,KAKA KYARI GUJBAWU,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
345,ODUBOTE LANRE MUKAILA,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
361,OLUMIDE BABATUNDE OSOBA,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
386,SADIQ ASEMA MOHAMMED,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
422,TOM OGIJO ZAKARI,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
446,VICTOR AFAMUEFUNA OGENE,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
455,YACOOB EKUNDAYO A. AJEBIOSU,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
465,YUSUFU SALE DUNARI,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
114,BAWA SHEHU USMAN,"",Vice-Chairman,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
186,GANNY OLUWADARE DAUDA,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
162,EMMANUEL BARTHOLOMEW EKON,"",Chairman,Local Content Committee (Reps),Legislative Committee - Federal Reps,,2015-05-29,2019-05-29
151,DANIEL EFFIONG ASUQUO,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
386,SADIQ ASEMA MOHAMMED,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
152,DANIEL ORITSEGBUBEMI REYEMEJU,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
11,ABDULLAHI RICCO MOHAMMED,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
27,ABUBAKAR MAHMUD WAMBAI,"",Vice-Chairman,Lake Chad Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
31,ADAMU GURAI,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
61,AKINTAYO AMERE GAFARU,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
127,BOROFFICE ROBERT AJAYI,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
95,ATIKU SHAMAKI,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
263,KENNETH ANAYO CHIKERE,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
415,SYLVESTER O OGBAGA,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
313,MORUF AKINDERU FATAI,"",Chairman,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
