person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
210,HASSAN ANTHONY SALE,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
391,SAMSON OKWU,"",Committee Member,Foreign Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
353,OJAKOVO OBORO OMAVOWAN EVELYN,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
320,MUNIR BABBA DANAGUNDI,"",Committee Member,Governmental Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
397,SANI MOHAMMED ALIYU RANO,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
334,NASIRU ZANGON DAURA SANI,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
434,UMAR BUBA JIBRIL,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
212,HAZEEZ BABAJIDE AKINLOYE,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
323,MUSA BABA ONWANA,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
394,SAMUEL OLUSEGUN WILLIAMS,"",Committee Member,House Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
124,BITRUS B. KAZE,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
270,KINGSLEY OGUNDU CHINDA,"",Committee Member,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
384,ROSE OKOJI OKO,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
317,MUHAMMAD BASHIR GALADANCHI,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
328,MUSTAPHA KHABEEB,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
337,NDUDI GODWIN ELUMELU,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
345,ODUBOTE LANRE MUKAILA,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
349,OGBONNA NWUKE,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
358,OLAYEMI SIKIRU BUSARI,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
368,OYETUNDE OLADIMEJI OJO,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
370,PATRICK A. IKHARIALE,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
407,SOKONTE HUTTIN DAVIES,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
420,TITSI KWAGA GANAMA,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
446,VICTOR AFAMUEFUNA OGENE,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
3,ABAYOMI DAUDA KAKO ARE,"",Vice-Chairman,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
166,EMMANUEL LOKJI LUKA GOAR,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
16,ABDULRAHAMAN BADAMASUIY,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
45,AFEES ADELOWO JIMOH,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
133,CHINENYE FERDINARD IKE,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
136,CHRIS EMEKA IFEANYI AZUBOGU,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
203,HALIMA HASSAN TUKUR,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
231,IFEDAYO SUNDAY ABEGUNDE,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
240,ISA LAWAN,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
242,ISA MOHAMMED ASHIRU,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
281,LAWAN SHEHU,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
349,OGBONNA NWUKE,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
381,RAZAQ BELLO-OSAGIE,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
398,SANI RUWAN DORUWA IBRAHIM,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
447,WADA GARKI USMAN,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
452,WARMAN WERI OGORIBA,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
3,ABAYOMI DAUDA KAKO ARE,"",Vice-Chairman,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
69,ALI AHMAD,"",Chairman,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
33,ADEKUNLE ADEYEMI,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
54,AIYEDUN OLAYINKA AKEEM,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
120,BETHEL NNAEMEKA AMADI,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
177,FAROUK MOHAMMED LAWAN,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
211,HASSAN KAKU EL-BADAWY,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
222,IBRAHIM BELLO,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
228,IBRAHIM SHEHU GUSAU,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
336,NATHANIEL IGE AGUNBIADE,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
339,NKOYO ESU TOYO,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
352,OGUNNISI MICHAEL ABAYOMI,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
370,PATRICK A. IKHARIALE,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
372,PETER EDEH OYEMAECHI,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
406,SIMON YAKUBU ARABO,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
168,EMMANUEL MEMGA UDENDE,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
172,EWA-HENSHAW BASSEY EKO,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
343,NWOKOLO ONYEMECHI VICTOR,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
123,BINTA MAIGARI BELLO,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
417,TIJJANI JOBE ABDULKADIR,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
249,JAGABA ADAMS JAGABA,"",Committee Member,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
333,NASIRU SULE GARO,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
423,TUKUR AMIRUDDIN,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
434,UMAR BUBA JIBRIL,"",Chairman,"Information and National Orientation, Ethics & Values Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
362,OLUSEGUN DOKUN ODEBUNMI,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
36,ADEPOJU SUNDAY ADEYEMI,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
447,WADA GARKI USMAN,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
455,YACOOB EKUNDAYO A. AJEBIOSU,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
143,CHUKWUEMEKA EMMANUEL NWOGBO,"",Vice-Chairman,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
440,USMAN BELLO KUM,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
166,EMMANUEL LOKJI LUKA GOAR,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
173,EZENWA FRANCIS ONYEWUCHI,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
198,GONI BUKAR LAWA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
203,HALIMA HASSAN TUKUR,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
347,OFORBUIKE GREGORY CHUKWUEGBO,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
372,PETER EDEH OYEMAECHI,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
399,SAVIOUR FRIDAY UDOH,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
455,YACOOB EKUNDAYO A. AJEBIOSU,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
466,ZAKARI JIKANTORO HALIRU,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
407,SOKONTE HUTTIN DAVIES,"",Vice-Chairman,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
348,OGBABURHON OKPOVIEKPURAI AUSTI,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
460,YAU SAHABI ALHAJI,"",Chairman,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
53,AISHA AHMED DAHIRU,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
100,AYODEJI LABIB JAKANDE,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
106,BABATUNDE OLABODE OGUNOLA,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
111,BARINADA MPIGI,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
114,BAWA SHEHU USMAN,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
133,CHINENYE FERDINARD IKE,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
166,EMMANUEL LOKJI LUKA GOAR,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
203,HALIMA HASSAN TUKUR,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
235,INNOCENT ZEITET TIRSEL,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
259,KAKA KYARI GUJBAWU,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
296,MATTHEW M. OMEGARA,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
438,USMAN ADAMU MOHAMMED,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
5,ABBAS TAJUDEEN,"",Vice-Chairman,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
326,MUSA TSAMIYA AD,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
348,OGBABURHON OKPOVIEKPURAI AUSTI,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
373,PETER GUMTHA BIYE,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
382,ROBINSON EDET UWAK,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
464,YUSUF SWA MANU,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
76,ALKALI SAIDU AHMED,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
86,SANKARA DANLADI ABDULLAHI,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
224,IBRAHIM KAAMUNA KHADI,"",Vice-Chairman,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
187,GARBA BABAYO GAMAWA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
457,YAKUBU DOGARA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
180,FOINGHA JEPHTHA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
284,LINUS OKORIE,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
415,SYLVESTER O OGBAGA,"",Committee Member,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
421,TOBY OKECHUKWU TOBY,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
462,YUSUF BALA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
333,NASIRU SULE GARO,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
82,AMINU SULEIMAN,"",Vice-Chairman,"Labour, Employment and Productivity Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
434,UMAR BUBA JIBRIL,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
434,UMAR BUBA JIBRIL,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
60,AKINLAJA IRANOLA JOSEPH,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
42,ADEYINKA AYANTUNJI AJAYI,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
23,ABIODUN DADA AWOLEYE,"",Committee Member,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
277,LAWALI ANKA HASSAN,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
376,PIUS EWHERIDO AKPOR,"",Vice-Chairman,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
3,ABAYOMI DAUDA KAKO ARE,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
26,ABUBAKAR ESHIOKPEK MOMOH,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
78,AMINU KOKO MUSA,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
104,BABA BUKAR MACHINAMA,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
40,ADEYEMI SMART,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
18,ABDURAHMAN ABBA TERAB,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
27,ABUBAKAR MAHMUD WAMBAI,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
122,BILIYAMINU SHINKAFI YUSUF,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
134,CHIZOR LAMBERT OBIDIGWE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
165,EMMANUEL JIME,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
189,GARBA MUSA GULMA,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
298,MICHAEL OPEYEMI BAMIDELE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
311,MOHAMMED ZAKARI,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
331,NADU SOALABOYE KARIB,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
345,ODUBOTE LANRE MUKAILA,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
349,OGBONNA NWUKE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
381,RAZAQ BELLO-OSAGIE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
395,SANI AUWALU,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
446,VICTOR AFAMUEFUNA OGENE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
458,YAKUBU UMARU BARDE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
465,YUSUFU SALE DUNARI,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
446,VICTOR AFAMUEFUNA OGENE,"",Vice-Chairman,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
74,ALIYU IBRAHIM GEBI,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
424,TUKUR BELLO MOHAMMED,"",Vice-Chairman,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
5,ABBAS TAJUDEEN,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
28,ABUBAKAR MISAU AHMED,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
47,AHMAD AUDI ZAREWA,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
106,BABATUNDE OLABODE OGUNOLA,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
109,BAMIDELE AYODELE FAPARUSI,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
143,CHUKWUEMEKA EMMANUEL NWOGBO,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
169,ENEKOROGHA PENAWEI FRANCIS,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
189,GARBA MUSA GULMA,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
210,HASSAN ANTHONY SALE,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
211,HASSAN KAKU EL-BADAWY,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
234,INI AKPAN UDOKA,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
247,ISMAIL INAH HUSSAIN,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
250,JERIMON SAMUEL MANWE,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
339,NKOYO ESU TOYO,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
358,OLAYEMI SIKIRU BUSARI,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
291,MALLE IBRAHIM AMINU,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
251,JERRY ALAGBASO,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
332,NASIRU BABALLE ILA,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
82,AMINU SULEIMAN,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
414,SUNDAY STEVE KARIM,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
212,HAZEEZ BABAJIDE AKINLOYE,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
175,JAMES ABIODUN FALEKE,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
8,ABDULLAHI IDRIS GARBA,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
310,MOHAMMED UMARU BAGO,"",Committee Member,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
378,RAFIU ADEBAYO IBRAHIM,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
1,ABARIBE ENYINNAYA HARCOURT,"",Chairman,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
381,RAZAQ BELLO-OSAGIE,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
428,UDO OLUCHI IBEJI,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
436,UMAR MOHAMMED BATURE,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
447,WADA GARKI USMAN,"",Committee Member,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
16,ABDULRAHAMAN BADAMASUIY,"",Vice-Chairman,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
120,BETHEL NNAEMEKA AMADI,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
169,ENEKOROGHA PENAWEI FRANCIS,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
185,GAMBO MUSA DAN-MUSA,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
205,HAMZAT GANIYU OLADUNJOYE,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
250,JERIMON SAMUEL MANWE,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
268,KIGBU JOSEPH HARUNA,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
286,MADAKI AHMED GOLOLO,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
347,OFORBUIKE GREGORY CHUKWUEGBO,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
393,SAMUEL BABATUNDE ADEJARE,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
452,WARMAN WERI OGORIBA,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
253,JIM AIKU ADUN,"",Vice-Chairman,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
439,USMAN ATTAI AIDOKO ALI,"",Vice-Chairman,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
359,SOLOMON GANIYU OLANREWAJU,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
458,YAKUBU UMARU BARDE,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
62,AKINTOYE ALBERT,"",Vice-Chairman,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
2,ABATEMI USMAN NURUDEEN,"",Vice-Chairman,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
322,MURITALA KAYODE ADEWALE BUSARI,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
15,ABDUL MUSA MSHELIZA,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
210,HASSAN ANTHONY SALE,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
227,IBRAHIM NUHU KAYARDA LAWAL,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
268,KIGBU JOSEPH HARUNA,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
286,MADAKI AHMED GOLOLO,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
295,MASHOOD MUSTAPHA,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
341,NOSAKHARE ISAAC OSAHON,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
347,OFORBUIKE GREGORY CHUKWUEGBO,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
368,OYETUNDE OLADIMEJI OJO,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
386,SADIQ ASEMA MOHAMMED,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
402,SHUAIBU GWANDU GOBIR,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
416,TAIWO OYEWOLE ADENEKA,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
221,IBRAHIM BAWA KAMBA,"",Chairman,Pension Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
