person_id,person_name,start_date,end_date,ptm_id,party_id,term_id,id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
837,SHIDDI USMAN DANJUMA,2007-05-29,2011-05-29,6,6618,2007,6619,All Progressives Grand Alliance,"",Member,House of Representatives,"",Federal Representative,Ibi/Wukari
837,SHIDDI USMAN DANJUMA,2011-05-29,2015-05-29,7,6618,2011,6619,All Progressives Grand Alliance,"",Member,House of Representatives,"",Federal Representative,Ibi/Wukari
869,AMINU SANI JAJI,1979-05-29,1983-05-29,0,6697,1979,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,1983-05-29,1992-05-29,1,6697,1983,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,1992-05-29,1998-05-29,2,6697,1992,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,1998-05-29,1999-05-29,3,6697,1998,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,1999-05-29,2003-05-29,4,6697,1999,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,2003-05-29,2007-05-29,5,6697,2003,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,2007-05-29,2011-05-29,6,6697,2007,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
869,AMINU SANI JAJI,2011-05-29,2015-05-29,7,6697,2011,6698,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
97,AWULU EZEKIEL ADAJI,2011-05-29,2015-05-29,0,2933,2011,3244,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Otukpo/Ohimini
790,SANI UMAR BALA,1979-05-29,1983-05-29,0,6485,1979,6486,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
790,SANI UMAR BALA,1983-05-29,1992-05-29,1,6485,1983,6486,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
790,SANI UMAR BALA,1992-05-29,1998-05-29,2,6485,1992,6486,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
790,SANI UMAR BALA,1998-05-29,1999-05-29,3,6485,1998,6486,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
