person_id,person_name,start_date,end_date,ptm_id,party_id,term_id,id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
58,AKINADE- FIJABI SAHEED,2013-07-31,2015-05-29,0,5581,2011,3217,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ibadan North
82,AMINU SULEIMAN,2011-05-29,2014,0,2927,2011,3236,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Fagge
82,AMINU SULEIMAN,2014,2015-05-29,0,6866,2011,3236,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Fagge
114,BAWA SHEHU USMAN,2011-05-29,2013-07-30,0,2850,2011,3257,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Kaduna North
114,BAWA SHEHU USMAN,2013-07-31,2015-05-29,0,5697,2011,3257,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaduna North
798,AHMED DAYYABU SAFANA,1979-05-29,1983-05-29,0,6505,1979,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,1983-05-29,1992-05-29,1,6505,1983,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,1992-05-29,1998-05-29,2,6505,1992,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,1998-05-29,1999-05-29,3,6505,1998,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,1999-05-29,2003-05-29,4,6505,1999,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,2003-05-29,2007-05-29,5,6505,2003,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,2007-05-29,2011-05-29,6,6505,2007,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
798,AHMED DAYYABU SAFANA,2011-05-29,2015-05-29,7,6505,2011,6506,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
799,GOODLUCK OPIA NANAH,1979-05-29,1983-05-29,0,6508,1979,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,1983-05-29,1992-05-29,1,6508,1983,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,1992-05-29,1998-05-29,2,6508,1992,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,1998-05-29,1999-05-29,3,6508,1998,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,1999-05-29,2003-05-29,4,6508,1999,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,2003-05-29,2007-05-29,5,6508,2003,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,2007-05-29,2011-05-29,6,6508,2007,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
799,GOODLUCK OPIA NANAH,2011-05-29,2015-05-29,7,6508,2011,6509,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
121,BETTY JOCELYNE OKAGUA-APIAFI,2007-05-29,2011-05-29,0,2944,2007,2278,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
121,BETTY JOCELYNE OKAGUA-APIAFI,2011-05-29,2015-05-29,1,2944,2011,3264,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abua-Odual/Ahoada East
101,AYO HULAYAT OMIDIRAN,2011-05-29,2013-07-30,0,2727,2011,3245,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ayedaade/Irewole/Isokan
101,AYO HULAYAT OMIDIRAN,2013-07-31,2015-05-29,0,5584,2011,3245,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ayedaade/Irewole/Isokan
240,ISA LAWAN,2011-05-29,2013-07-30,0,2807,2011,3352,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Kukawa/Mobbar/Abadam/Guzamali
240,ISA LAWAN,2013-07-31,2015-05-29,0,5662,2011,3352,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kukawa/Mobbar/Abadam/Guzamali
222,IBRAHIM BELLO,2011-05-29,2013-07-30,0,2857,2011,3339,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Igabi
222,IBRAHIM BELLO,2013-07-31,2015-05-29,0,5704,2011,3339,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Igabi
819,LAWAL MUHAMMADU IDIRISU,1979-05-29,1983-05-29,0,6559,1979,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,1983-05-29,1992-05-29,1,6559,1983,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,1992-05-29,1998-05-29,2,6559,1992,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,1998-05-29,1999-05-29,3,6559,1998,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,1999-05-29,2003-05-29,4,6559,1999,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,2003-05-29,2007-05-29,5,6559,2003,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,2007-05-29,2011-05-29,6,6559,2007,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
819,LAWAL MUHAMMADU IDIRISU,2011-05-29,2015-05-29,7,6559,2011,6560,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ajaokuta
183,FRIDAY ITULAH,2011-05-29,2015-05-29,0,2978,2011,3314,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Esan North East/Esan South East
250,JERIMON SAMUEL MANWE,2007-05-29,2011-05-29,0,3006,2007,2394,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
250,JERIMON SAMUEL MANWE,2011-05-29,2015-05-29,1,3006,2011,3362,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Karim Lamido/Lau/Ardo-Kola
601,Bala Na’Allah,2007,2007-05-29,0,5975,2003,5977,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Fakai/Sakaba/Wasagu/Danko/Zuru
601,Bala Na’Allah,2007-05-29,2011,1,5975,2007,5977,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Fakai/Sakaba/Wasagu/Danko/Zuru
714,ABDULRAZAK SAÁD NAMDAS,1979-05-29,1983-05-29,0,6298,1979,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,1983-05-29,1992-05-29,1,6298,1983,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,1992-05-29,1998-05-29,2,6298,1992,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,1998-05-29,1999-05-29,3,6298,1998,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,1999-05-29,2003-05-29,4,6298,1999,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,2003-05-29,2007-05-29,5,6298,2003,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,2007-05-29,2011-05-29,6,6298,2007,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
714,ABDULRAZAK SAÁD NAMDAS,2011-05-29,2015-05-29,7,6298,2011,6299,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
767,STELLA UCHENA OBIAGELI NGWU,1979-05-29,1983-05-29,0,6430,1979,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,1983-05-29,1992-05-29,1,6430,1983,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,1992-05-29,1998-05-29,2,6430,1992,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,1998-05-29,1999-05-29,3,6430,1998,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,1999-05-29,2003-05-29,4,6430,1999,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,2003-05-29,2007-05-29,5,6430,2003,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,2007-05-29,2011-05-29,6,6430,2007,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
767,STELLA UCHENA OBIAGELI NGWU,2011-05-29,2015-05-29,7,6430,2011,6431,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
216,HUSSEIN MUDASIRU OYETUNDE,1999,1999-05-29,0,2786,1998,3819,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
216,HUSSEIN MUDASIRU OYETUNDE,1999-05-29,2003-05-29,1,2786,1999,3819,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
216,HUSSEIN MUDASIRU OYETUNDE,2003-05-29,2007,2,2786,2003,3819,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
715,FRANCIS CHARLES UDUYORK,2015-05,2015-05-29,0,6301,2011,6302,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ikot Abasi/Mkpat Enin/Eastern Obolo
232,IKISIKPO CLEVER MARCUS,2003,2003-05-29,0,3137,1999,3820,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
232,IKISIKPO CLEVER MARCUS,2003-05-29,2007-05-29,1,3137,2003,3820,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
232,IKISIKPO CLEVER MARCUS,2007-05-29,2011,2,3137,2007,3820,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
801,MUNTARI DANDUTSE,1979-05-29,1983-05-29,0,6513,1979,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,1983-05-29,1992-05-29,1,6513,1983,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,1992-05-29,1998-05-29,2,6513,1992,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,1998-05-29,1999-05-29,3,6513,1998,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,1999-05-29,2003-05-29,4,6513,1999,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,2003-05-29,2007-05-29,5,6513,2003,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,2007-05-29,2011-05-29,6,6513,2007,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
801,MUNTARI DANDUTSE,2011-05-29,2015-05-29,7,6513,2011,6514,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
820,AJANAH MUHAMMED KABIR,1979-05-29,1983-05-29,0,6562,1979,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,1983-05-29,1992-05-29,1,6562,1983,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,1992-05-29,1998-05-29,2,6562,1992,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,1998-05-29,1999-05-29,3,6562,1998,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,1999-05-29,2003-05-29,4,6562,1999,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,2003-05-29,2007-05-29,5,6562,2003,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,2007-05-29,2011-05-29,6,6562,2007,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
820,AJANAH MUHAMMED KABIR,2011-05-29,2015-05-29,7,6562,2011,6563,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Adavi/Okehi
875,EMMANUEL DAVID OMBUGADU,1979-05-29,1983-05-29,0,6713,1979,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,1983-05-29,1992-05-29,1,6713,1983,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,1992-05-29,1998-05-29,2,6713,1992,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,1998-05-29,1999-05-29,3,6713,1998,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,1999-05-29,2003-05-29,4,6713,1999,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,2003-05-29,2007-05-29,5,6713,2003,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,2007-05-29,2011-05-29,6,6713,2007,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
875,EMMANUEL DAVID OMBUGADU,2011-05-29,2015-05-29,7,6713,2011,6714,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
231,IFEDAYO SUNDAY ABEGUNDE,2003,2003-05-29,0,2710,1999,2375,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
231,IFEDAYO SUNDAY ABEGUNDE,2003-05-29,2007-05-29,1,2710,2003,2375,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
231,IFEDAYO SUNDAY ABEGUNDE,2011-05-29,2013-07-30,2,2710,2011,3347,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Akure North/Akure South
231,IFEDAYO SUNDAY ABEGUNDE,2013-07-31,2015-05-29,2,5729,2011,3347,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Akure North/Akure South
261,KAREEM TAJUDEEN ABISODUN,2007-05-29,2011-05-29,0,3012,2007,2406,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
261,KAREEM TAJUDEEN ABISODUN,2011-05-29,2015-05-29,1,3012,2011,3372,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Saki East/Saki West/Atigbo
275,LANLEHIN OLUFEMI AKINOLA,1979-05-29,1983-05-29,0,2787,1979,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,1983-05-29,1992-05-29,1,2787,1983,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,1992-05-29,1998-05-29,2,2787,1992,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,1998-05-29,1999-05-29,3,2787,1998,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,1999-05-29,2003-05-29,4,2787,1999,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,2003-05-29,2007-05-29,5,2787,2003,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,2007-05-29,2011,6,2787,2007,3822,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
716,EMMANUEL S. AKPAN,2015-05,2015-05-29,0,6303,2011,6304,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ikot Ekpene/Essien Udim/Obot Akara
297,MAURICE PRONEN,2011-05-29,2015-05-29,0,3021,2011,3393,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Khana/Gokana
386,SADIQ ASEMA MOHAMMED,2011-05-29,2015-05-29,0,3063,2011,3470,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ajaokuta
802,DANLAMI MOHAMMED KURFI,1979-05-29,1983-05-29,0,6516,1979,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,1983-05-29,1992-05-29,1,6516,1983,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,1992-05-29,1998-05-29,2,6516,1992,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,1998-05-29,1999-05-29,3,6516,1998,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,1999-05-29,2003-05-29,4,6516,1999,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,2003-05-29,2007-05-29,5,6516,2003,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,2007-05-29,2011-05-29,6,6516,2007,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
802,DANLAMI MOHAMMED KURFI,2011-05-29,2015-05-29,7,6516,2011,6517,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
821,YUSUF AYO TAJUDEEN,1979-05-29,1983-05-29,0,6565,1979,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,1983-05-29,1992-05-29,1,6565,1983,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,1992-05-29,1998-05-29,2,6565,1992,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,1998-05-29,1999-05-29,3,6565,1998,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,1999-05-29,2003-05-29,4,6565,1999,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,2003-05-29,2007-05-29,5,6565,2003,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,2007-05-29,2011-05-29,6,6565,2007,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
821,YUSUF AYO TAJUDEEN,2011-05-29,2015-05-29,7,6565,2011,6566,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
925,MURTALA ISAH,2011,2011-05-29,0,6885,2007,6886,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Faskari/Kankara/Sabuwa
925,MURTALA ISAH,2011-05-29,2015-05-29,1,6885,2011,6886,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Faskari/Kankara/Sabuwa
233,NINGI AHMED ABDUL,1979-05-29,1983-05-29,0,3138,1979,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,1983-05-29,1992-05-29,1,3138,1983,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,1992-05-29,1998-05-29,2,3138,1992,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,1998-05-29,1999-05-29,3,3138,1998,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,1999,1999-05-29,4,3138,1998,3880,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
233,NINGI AHMED ABDUL,1999-05-29,2003-05-29,6,3138,1999,3880,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
233,NINGI AHMED ABDUL,1999-05-29,2003-05-29,5,3138,1999,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,2003-05-29,2007-05-29,7,3138,2003,3880,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
233,NINGI AHMED ABDUL,2003-05-29,2007-05-29,8,3138,2003,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,2007-05-29,2011,9,3138,2007,3880,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
233,NINGI AHMED ABDUL,2007-05-29,2011-05-29,10,3138,2007,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
233,NINGI AHMED ABDUL,2011-05-29,2015-05-29,11,3138,2011,3830,Peoples Democratic Party,"",Member,House of Representatives,"",House Leader,
336,NATHANIEL IGE AGUNBIADE,2011-05-29,2013-07-30,0,2753,2011,3428,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Obokun/Oriade
336,NATHANIEL IGE AGUNBIADE,2013-07-31,2015-05-29,0,5609,2011,3428,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Obokun/Oriade
310,MOHAMMED UMARU BAGO,2011-05-29,2013-07-30,0,2866,2011,3403,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Chanchaga
310,MOHAMMED UMARU BAGO,2013-07-31,2015-05-29,0,5713,2011,3403,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Chanchaga
377,RAFEEQUAT ARINOLA ONABAMIRO,2011-05-29,2013-07-30,0,2764,2011,3461,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Badagry
377,RAFEEQUAT ARINOLA ONABAMIRO,2013-07-31,2015-05-29,0,5620,2011,3461,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Badagry
306,MOHAMMED OGOSHI ONAWO,2011-05-29,2015-05-29,0,3024,2011,3399,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Awe/Doma/Keana
312,MONSURU ALAO OWOLABI,1999,1999-05-29,0,2751,1998,4932,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
312,MONSURU ALAO OWOLABI,1999-05-29,2003-05-29,1,2751,1999,4932,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
312,MONSURU ALAO OWOLABI,2003-05-29,2007-05-29,2,2751,2003,4932,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
312,MONSURU ALAO OWOLABI,2007-05-29,2011,3,2751,2007,4932,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
312,MONSURU ALAO OWOLABI,2011-05-29,2013-07-30,4,2751,2011,3405,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,LAGOS MAINLAND
312,MONSURU ALAO OWOLABI,2013-07-31,2015-05-29,4,5607,2011,3405,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,LAGOS MAINLAND
448,NWAGU IGWE PAULINUS,1979-05-29,1983-05-29,0,3166,1979,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,1983-05-29,1992-05-29,1,3166,1983,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,1992-05-29,1998-05-29,2,3166,1992,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,1998-05-29,1999-05-29,3,3166,1998,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,1999-05-29,2003-05-29,4,3166,1999,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,2003-05-29,2007-05-29,5,3166,2003,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,2007-05-29,2011,6,3166,2007,3828,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
769,ABDULKADIRI RAHIS,1979-05-29,1983-05-29,0,6435,1979,6436,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Maiduguri (Metropolitan)
769,ABDULKADIRI RAHIS,1983-05-29,1992-05-29,1,6435,1983,6436,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Maiduguri (Metropolitan)
769,ABDULKADIRI RAHIS,1992-05-29,1998-05-29,2,6435,1992,6436,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Maiduguri (Metropolitan)
